date,region_from,region_to,value
2/9/2020,fid001,fid010,58
5/14/2020,fid001,fid010,47
2/21/2020,fid001,fid010,61
5/28/2020,fid001,fid010,29
2/20/2020,fid001,fid010,71
5/29/2020,fid001,fid010,49
5/15/2020,fid001,fid010,32
5/1/2020,fid001,fid010,33
2/8/2020,fid001,fid010,74
2/24/2020,fid001,fid010,72
5/5/2020,fid001,fid010,37
5/11/2020,fid001,fid010,37
2/18/2020,fid001,fid010,49
5/10/2020,fid001,fid010,30
2/19/2020,fid001,fid010,55
5/4/2020,fid001,fid010,29
2/25/2020,fid001,fid010,78
2/27/2020,fid001,fid010,96
5/12/2020,fid001,fid010,32
5/6/2020,fid001,fid010,29
5/7/2020,fid001,fid010,40
5/13/2020,fid001,fid010,42
2/26/2020,fid001,fid010,56
3/15/2020,fid001,fid010,62
3/29/2020,fid001,fid010,129
4/21/2020,fid001,fid010,41
3/28/2020,fid001,fid010,67
3/14/2020,fid001,fid010,70
3/2/2020,fid001,fid010,59
3/16/2020,fid001,fid010,89
4/23/2020,fid001,fid010,35
4/22/2020,fid001,fid010,33
3/17/2020,fid001,fid010,81
3/3/2020,fid001,fid010,56
4/26/2020,fid001,fid010,32
3/7/2020,fid001,fid010,56
3/13/2020,fid001,fid010,56
3/6/2020,fid001,fid010,91
4/27/2020,fid001,fid010,28
4/25/2020,fid001,fid010,48
4/19/2020,fid001,fid010,21
3/5/2020,fid001,fid010,54
4/30/2020,fid001,fid010,34
4/24/2020,fid001,fid010,38
3/20/2020,fid001,fid011,22
4/1/2020,fid001,fid011,20
3/8/2020,fid001,fid011,24
4/15/2020,fid001,fid011,18
4/14/2020,fid001,fid011,22
3/9/2020,fid001,fid011,18
3/21/2020,fid001,fid011,23
4/28/2020,fid001,fid011,20
3/23/2020,fid001,fid011,20
4/2/2020,fid001,fid011,19
4/17/2020,fid001,fid011,16
3/22/2020,fid001,fid011,30
4/13/2020,fid001,fid011,19
4/7/2020,fid001,fid011,16
3/26/2020,fid001,fid011,16
3/27/2020,fid001,fid011,17
4/12/2020,fid001,fid011,19
4/4/2020,fid001,fid011,20
4/10/2020,fid001,fid011,16
3/19/2020,fid001,fid011,36
3/25/2020,fid001,fid011,22
3/24/2020,fid001,fid011,27
3/30/2020,fid001,fid011,26
4/11/2020,fid001,fid011,24
3/18/2020,fid001,fid011,22
5/22/2020,fid001,fid011,25
2/3/2020,fid001,fid011,21
2/2/2020,fid001,fid011,29
2/28/2020,fid001,fid011,28
2/14/2020,fid001,fid011,18
5/9/2020,fid001,fid011,20
2/1/2020,fid001,fid011,24
5/8/2020,fid001,fid011,17
2/15/2020,fid001,fid011,22
5/20/2020,fid001,fid011,22
2/29/2020,fid001,fid011,22
2/11/2020,fid001,fid011,19
2/5/2020,fid001,fid011,27
5/24/2020,fid001,fid011,21
5/30/2020,fid001,fid011,27
5/31/2020,fid001,fid011,18
5/25/2020,fid001,fid011,18
2/10/2020,fid001,fid011,24
2/6/2020,fid001,fid011,25
2/12/2020,fid001,fid011,28
5/26/2020,fid001,fid011,21
2/13/2020,fid001,fid011,22
2/7/2020,fid001,fid011,22
2/22/2020,fid001,fid011,22
2/23/2020,fid001,fid011,19
5/2/2020,fid001,fid011,18
5/16/2020,fid001,fid011,24
2/9/2020,fid001,fid011,18
5/14/2020,fid001,fid011,17
2/21/2020,fid001,fid011,18
5/28/2020,fid001,fid011,21
2/20/2020,fid001,fid011,22
5/15/2020,fid001,fid011,18
5/1/2020,fid001,fid011,15
2/8/2020,fid001,fid011,28
2/24/2020,fid001,fid011,20
5/5/2020,fid001,fid011,19
2/18/2020,fid001,fid011,21
2/19/2020,fid001,fid011,20
2/27/2020,fid001,fid011,21
5/13/2020,fid001,fid011,22
2/26/2020,fid001,fid011,20
4/20/2020,fid001,fid011,19
3/29/2020,fid001,fid011,37
3/28/2020,fid001,fid011,20
4/9/2020,fid001,fid011,19
3/2/2020,fid001,fid011,16
3/17/2020,fid001,fid011,16
4/26/2020,fid001,fid011,19
3/7/2020,fid001,fid011,26
3/6/2020,fid001,fid011,24
4/27/2020,fid001,fid011,18
4/25/2020,fid001,fid011,16
3/5/2020,fid001,fid011,18
4/24/2020,fid001,fid011,14
3/20/2020,fid001,fid012,32
4/29/2020,fid001,fid012,16
3/8/2020,fid001,fid012,19
3/9/2020,fid001,fid012,20
3/21/2020,fid001,fid012,20
3/22/2020,fid001,fid012,21
3/27/2020,fid001,fid012,22
3/19/2020,fid001,fid012,32
3/25/2020,fid001,fid012,16
3/18/2020,fid001,fid012,25
2/3/2020,fid001,fid012,19
2/2/2020,fid001,fid012,20
5/21/2020,fid001,fid012,17
2/28/2020,fid001,fid012,19
2/14/2020,fid001,fid012,20
2/1/2020,fid001,fid012,33
5/8/2020,fid001,fid012,22
2/15/2020,fid001,fid012,25
5/20/2020,fid001,fid012,21
2/29/2020,fid001,fid012,28
2/11/2020,fid001,fid012,23
2/5/2020,fid001,fid012,26
5/30/2020,fid001,fid012,15
2/6/2020,fid001,fid012,27
2/12/2020,fid001,fid012,25
2/13/2020,fid001,fid012,20
2/7/2020,fid001,fid012,23
2/22/2020,fid001,fid012,20
2/9/2020,fid001,fid012,31
2/21/2020,fid001,fid012,22
2/20/2020,fid001,fid012,33
5/29/2020,fid001,fid012,15
2/8/2020,fid001,fid012,18
2/18/2020,fid001,fid012,21
2/25/2020,fid001,fid012,18
2/27/2020,fid001,fid012,31
5/12/2020,fid001,fid012,16
3/15/2020,fid001,fid012,25
3/29/2020,fid001,fid012,17
3/28/2020,fid001,fid012,16
3/14/2020,fid001,fid012,19
3/16/2020,fid001,fid012,18
3/17/2020,fid001,fid012,21
3/7/2020,fid001,fid012,16
3/13/2020,fid001,fid012,21
3/6/2020,fid001,fid012,38
3/20/2020,fid001,fid013,19
4/1/2020,fid001,fid013,24
3/8/2020,fid001,fid013,24
4/14/2020,fid001,fid013,18
3/9/2020,fid001,fid013,32
3/21/2020,fid001,fid013,30
3/23/2020,fid001,fid013,27
3/22/2020,fid001,fid013,22
3/26/2020,fid001,fid013,23
3/27/2020,fid001,fid013,25
4/4/2020,fid001,fid013,28
3/19/2020,fid001,fid013,35
3/31/2020,fid001,fid013,16
3/25/2020,fid001,fid013,18
3/24/2020,fid001,fid013,22
2/3/2020,fid001,fid013,22
2/17/2020,fid001,fid013,38
2/2/2020,fid001,fid013,19
5/23/2020,fid001,fid013,17
5/21/2020,fid001,fid013,17
2/28/2020,fid001,fid013,38
2/14/2020,fid001,fid013,31
5/9/2020,fid001,fid013,18
2/1/2020,fid001,fid013,35
5/8/2020,fid001,fid013,17
2/15/2020,fid001,fid013,44
5/20/2020,fid001,fid013,18
2/29/2020,fid001,fid013,53
2/11/2020,fid001,fid013,30
2/5/2020,fid001,fid013,43
5/30/2020,fid001,fid013,20
5/31/2020,fid001,fid013,17
2/10/2020,fid001,fid013,21
2/6/2020,fid001,fid013,37
2/12/2020,fid001,fid013,26
5/27/2020,fid001,fid013,22
5/26/2020,fid001,fid013,21
2/13/2020,fid001,fid013,32
2/7/2020,fid001,fid013,54
5/17/2020,fid001,fid013,28
5/3/2020,fid001,fid013,21
2/22/2020,fid001,fid013,35
2/23/2020,fid001,fid013,20
5/2/2020,fid001,fid013,18
5/16/2020,fid001,fid013,27
2/9/2020,fid001,fid013,35
5/14/2020,fid001,fid013,30
2/21/2020,fid001,fid013,29
5/28/2020,fid001,fid013,27
2/20/2020,fid001,fid013,29
5/15/2020,fid001,fid013,23
2/8/2020,fid001,fid013,45
2/24/2020,fid001,fid013,24
5/11/2020,fid001,fid013,19
2/18/2020,fid001,fid013,39
5/10/2020,fid001,fid013,25
2/19/2020,fid001,fid013,23
2/25/2020,fid001,fid013,23
2/27/2020,fid001,fid013,28
5/12/2020,fid001,fid013,18
5/6/2020,fid001,fid013,14
5/7/2020,fid001,fid013,21
2/26/2020,fid001,fid013,30
3/15/2020,fid001,fid013,22
3/29/2020,fid001,fid013,27
3/14/2020,fid001,fid013,22
3/2/2020,fid001,fid013,30
3/16/2020,fid001,fid013,17
4/23/2020,fid001,fid013,17
3/17/2020,fid001,fid013,27
3/3/2020,fid001,fid013,24
4/26/2020,fid001,fid013,20
3/7/2020,fid001,fid013,33
3/13/2020,fid001,fid013,23
3/6/2020,fid001,fid013,37
4/25/2020,fid001,fid013,23
3/5/2020,fid001,fid013,20
4/24/2020,fid001,fid013,23
3/20/2020,fid001,fid014,241
4/29/2020,fid001,fid014,201
4/1/2020,fid001,fid014,91
3/8/2020,fid001,fid014,301
4/15/2020,fid001,fid014,126
4/14/2020,fid001,fid014,126
3/9/2020,fid001,fid014,323
3/21/2020,fid001,fid014,277
4/28/2020,fid001,fid014,197
3/23/2020,fid001,fid014,190
4/16/2020,fid001,fid014,150
4/2/2020,fid001,fid014,98
4/3/2020,fid001,fid014,111
4/17/2020,fid001,fid014,64
3/22/2020,fid001,fid014,198
4/13/2020,fid001,fid014,125
4/7/2020,fid001,fid014,101
3/26/2020,fid001,fid014,189
3/27/2020,fid001,fid014,94
4/6/2020,fid001,fid014,128
4/12/2020,fid001,fid014,137
4/4/2020,fid001,fid014,95
4/10/2020,fid001,fid014,127
3/19/2020,fid001,fid014,236
3/31/2020,fid001,fid014,101
3/25/2020,fid001,fid014,192
3/24/2020,fid001,fid014,199
3/30/2020,fid001,fid014,107
4/11/2020,fid001,fid014,143
3/18/2020,fid001,fid014,297
4/5/2020,fid001,fid014,85
5/22/2020,fid001,fid014,225
2/3/2020,fid001,fid014,359
2/17/2020,fid001,fid014,278
2/2/2020,fid001,fid014,298
5/23/2020,fid001,fid014,219
5/21/2020,fid001,fid014,198
2/28/2020,fid001,fid014,304
2/14/2020,fid001,fid014,382
5/9/2020,fid001,fid014,151
2/1/2020,fid001,fid014,353
5/8/2020,fid001,fid014,200
2/15/2020,fid001,fid014,304
5/20/2020,fid001,fid014,219
2/29/2020,fid001,fid014,226
2/11/2020,fid001,fid014,321
5/18/2020,fid001,fid014,220
2/5/2020,fid001,fid014,222
5/24/2020,fid001,fid014,151
5/30/2020,fid001,fid014,175
5/31/2020,fid001,fid014,164
5/25/2020,fid001,fid014,240
2/10/2020,fid001,fid014,297
5/19/2020,fid001,fid014,164
2/6/2020,fid001,fid014,291
2/12/2020,fid001,fid014,287
5/27/2020,fid001,fid014,171
5/26/2020,fid001,fid014,134
2/13/2020,fid001,fid014,270
2/7/2020,fid001,fid014,322
5/17/2020,fid001,fid014,186
5/3/2020,fid001,fid014,124
2/22/2020,fid001,fid014,307
2/23/2020,fid001,fid014,244
5/2/2020,fid001,fid014,180
5/16/2020,fid001,fid014,210
2/9/2020,fid001,fid014,259
5/14/2020,fid001,fid014,222
2/21/2020,fid001,fid014,287
5/28/2020,fid001,fid014,232
2/20/2020,fid001,fid014,320
5/29/2020,fid001,fid014,237
5/15/2020,fid001,fid014,170
5/1/2020,fid001,fid014,230
2/8/2020,fid001,fid014,207
2/24/2020,fid001,fid014,343
5/5/2020,fid001,fid014,259
5/11/2020,fid001,fid014,213
2/18/2020,fid001,fid014,289
5/10/2020,fid001,fid014,166
2/19/2020,fid001,fid014,282
5/4/2020,fid001,fid014,216
2/25/2020,fid001,fid014,336
2/27/2020,fid001,fid014,270
5/12/2020,fid001,fid014,216
5/6/2020,fid001,fid014,200
5/7/2020,fid001,fid014,201
5/13/2020,fid001,fid014,165
2/26/2020,fid001,fid014,233
3/15/2020,fid001,fid014,244
4/8/2020,fid001,fid014,73
4/20/2020,fid001,fid014,102
3/29/2020,fid001,fid014,281
4/21/2020,fid001,fid014,181
3/28/2020,fid001,fid014,234
4/9/2020,fid001,fid014,132
3/14/2020,fid001,fid014,273
3/2/2020,fid001,fid014,292
3/16/2020,fid001,fid014,362
4/23/2020,fid001,fid014,246
4/22/2020,fid001,fid014,146
3/17/2020,fid001,fid014,367
3/3/2020,fid001,fid014,285
4/26/2020,fid001,fid014,137
3/7/2020,fid001,fid014,246
3/13/2020,fid001,fid014,262
3/6/2020,fid001,fid014,299
4/27/2020,fid001,fid014,226
4/25/2020,fid001,fid014,225
4/19/2020,fid001,fid014,108
3/5/2020,fid001,fid014,260
4/18/2020,fid001,fid014,59
4/30/2020,fid001,fid014,191
4/24/2020,fid001,fid014,189
3/20/2020,fid001,fid015,831
4/29/2020,fid001,fid015,571
4/1/2020,fid001,fid015,362
3/8/2020,fid001,fid015,589
4/15/2020,fid001,fid015,466
4/14/2020,fid001,fid015,412
3/9/2020,fid001,fid015,788
3/21/2020,fid001,fid015,623
4/28/2020,fid001,fid015,660
3/23/2020,fid001,fid015,766
4/16/2020,fid001,fid015,365
4/2/2020,fid001,fid015,340
4/3/2020,fid001,fid015,525
4/17/2020,fid001,fid015,614
3/22/2020,fid001,fid015,535
4/13/2020,fid001,fid015,389
4/7/2020,fid001,fid015,407
3/26/2020,fid001,fid015,651
3/27/2020,fid001,fid015,698
4/6/2020,fid001,fid015,381
4/12/2020,fid001,fid015,327
4/4/2020,fid001,fid015,303
4/10/2020,fid001,fid015,408
3/19/2020,fid001,fid015,674
3/31/2020,fid001,fid015,379
3/25/2020,fid001,fid015,596
3/24/2020,fid001,fid015,528
3/30/2020,fid001,fid015,513
4/11/2020,fid001,fid015,352
3/18/2020,fid001,fid015,787
4/5/2020,fid001,fid015,308
5/22/2020,fid001,fid015,600
2/3/2020,fid001,fid015,1002
2/17/2020,fid001,fid015,792
2/2/2020,fid001,fid015,773
5/23/2020,fid001,fid015,470
5/21/2020,fid001,fid015,526
2/28/2020,fid001,fid015,1024
2/14/2020,fid001,fid015,1040
5/9/2020,fid001,fid015,540
2/1/2020,fid001,fid015,911
5/8/2020,fid001,fid015,615
2/15/2020,fid001,fid015,925
5/20/2020,fid001,fid015,626
2/29/2020,fid001,fid015,801
2/11/2020,fid001,fid015,864
5/18/2020,fid001,fid015,621
2/5/2020,fid001,fid015,1002
5/24/2020,fid001,fid015,415
5/30/2020,fid001,fid015,539
5/31/2020,fid001,fid015,500
5/25/2020,fid001,fid015,577
2/10/2020,fid001,fid015,1028
5/19/2020,fid001,fid015,532
2/6/2020,fid001,fid015,895
2/12/2020,fid001,fid015,866
5/27/2020,fid001,fid015,527
5/26/2020,fid001,fid015,529
2/13/2020,fid001,fid015,809
2/7/2020,fid001,fid015,1100
5/17/2020,fid001,fid015,490
5/3/2020,fid001,fid015,354
2/22/2020,fid001,fid015,771
2/23/2020,fid001,fid015,583
5/2/2020,fid001,fid015,584
5/16/2020,fid001,fid015,620
2/9/2020,fid001,fid015,702
5/14/2020,fid001,fid015,587
2/21/2020,fid001,fid015,1036
5/28/2020,fid001,fid015,604
2/20/2020,fid001,fid015,855
5/29/2020,fid001,fid015,600
5/15/2020,fid001,fid015,626
5/1/2020,fid001,fid015,626
2/8/2020,fid001,fid015,855
2/24/2020,fid001,fid015,858
5/5/2020,fid001,fid015,536
5/11/2020,fid001,fid015,452
2/18/2020,fid001,fid015,754
5/10/2020,fid001,fid015,483
2/19/2020,fid001,fid015,872
5/4/2020,fid001,fid015,621
2/25/2020,fid001,fid015,748
2/27/2020,fid001,fid015,846
5/12/2020,fid001,fid015,524
5/6/2020,fid001,fid015,536
5/7/2020,fid001,fid015,570
5/13/2020,fid001,fid015,598
2/26/2020,fid001,fid015,733
3/15/2020,fid001,fid015,578
4/8/2020,fid001,fid015,332
4/20/2020,fid001,fid015,503
3/29/2020,fid001,fid015,788
4/21/2020,fid001,fid015,523
3/28/2020,fid001,fid015,706
4/9/2020,fid001,fid015,519
3/14/2020,fid001,fid015,617
3/2/2020,fid001,fid015,853
3/16/2020,fid001,fid015,890
4/23/2020,fid001,fid015,533
4/22/2020,fid001,fid015,551
3/17/2020,fid001,fid015,761
3/3/2020,fid001,fid015,722
4/26/2020,fid001,fid015,279
3/7/2020,fid001,fid015,681
3/13/2020,fid001,fid015,865
3/6/2020,fid001,fid015,929
4/27/2020,fid001,fid015,627
4/25/2020,fid001,fid015,581
4/19/2020,fid001,fid015,230
3/5/2020,fid001,fid015,937
4/18/2020,fid001,fid015,358
4/30/2020,fid001,fid015,498
4/24/2020,fid001,fid015,674
3/20/2020,fid002,fid000,1855
4/29/2020,fid002,fid000,1596
4/1/2020,fid002,fid000,1466
3/8/2020,fid002,fid000,1903
4/15/2020,fid002,fid000,1467
4/14/2020,fid002,fid000,1543
3/9/2020,fid002,fid000,2095
3/21/2020,fid002,fid000,1717
4/28/2020,fid002,fid000,1466
3/23/2020,fid002,fid000,1645
4/16/2020,fid002,fid000,1517
4/2/2020,fid002,fid000,1666
4/3/2020,fid002,fid000,1568
4/17/2020,fid002,fid000,1480
3/22/2020,fid002,fid000,1471
4/13/2020,fid002,fid000,1754
4/7/2020,fid002,fid000,1570
3/26/2020,fid002,fid000,1562
3/27/2020,fid002,fid000,1784
4/6/2020,fid002,fid000,1655
4/12/2020,fid002,fid000,1395
4/4/2020,fid002,fid000,1430
4/10/2020,fid002,fid000,1313
3/19/2020,fid002,fid000,1698
3/31/2020,fid002,fid000,1582
3/25/2020,fid002,fid000,1628
3/24/2020,fid002,fid000,1541
3/30/2020,fid002,fid000,1365
4/11/2020,fid002,fid000,1172
3/18/2020,fid002,fid000,1806
4/5/2020,fid002,fid000,1241
5/22/2020,fid002,fid000,1816
2/3/2020,fid002,fid000,2318
2/17/2020,fid002,fid000,1797
2/2/2020,fid002,fid000,2001
5/23/2020,fid002,fid000,1462
5/21/2020,fid002,fid000,1564
2/28/2020,fid002,fid000,2122
2/14/2020,fid002,fid000,2202
5/9/2020,fid002,fid000,1340
2/1/2020,fid002,fid000,2326
5/8/2020,fid002,fid000,1542
2/15/2020,fid002,fid000,2201
5/20/2020,fid002,fid000,1626
2/29/2020,fid002,fid000,2057
2/11/2020,fid002,fid000,2222
5/18/2020,fid002,fid000,1514
2/5/2020,fid002,fid000,2069
5/24/2020,fid002,fid000,1312
5/30/2020,fid002,fid000,1456
5/31/2020,fid002,fid000,1466
5/25/2020,fid002,fid000,1304
2/10/2020,fid002,fid000,2204
5/19/2020,fid002,fid000,1514
2/6/2020,fid002,fid000,2131
2/12/2020,fid002,fid000,2109
5/27/2020,fid002,fid000,1582
5/26/2020,fid002,fid000,1681
2/13/2020,fid002,fid000,2028
2/7/2020,fid002,fid000,2261
5/17/2020,fid002,fid000,1353
5/3/2020,fid002,fid000,1211
2/22/2020,fid002,fid000,2061
2/23/2020,fid002,fid000,1838
5/2/2020,fid002,fid000,1313
5/16/2020,fid002,fid000,1508
2/9/2020,fid002,fid000,2040
5/14/2020,fid002,fid000,1670
2/21/2020,fid002,fid000,2346
5/28/2020,fid002,fid000,1493
2/20/2020,fid002,fid000,2008
5/29/2020,fid002,fid000,1615
5/15/2020,fid002,fid000,1541
5/1/2020,fid002,fid000,1606
2/8/2020,fid002,fid000,2250
2/24/2020,fid002,fid000,2080
5/5/2020,fid002,fid000,1520
5/11/2020,fid002,fid000,1525
2/18/2020,fid002,fid000,2001
5/10/2020,fid002,fid000,1667
2/19/2020,fid002,fid000,1991
5/4/2020,fid002,fid000,1480
2/25/2020,fid002,fid000,2124
2/27/2020,fid002,fid000,1965
5/12/2020,fid002,fid000,1578
5/6/2020,fid002,fid000,1471
5/7/2020,fid002,fid000,1661
5/13/2020,fid002,fid000,1686
2/26/2020,fid002,fid000,1912
3/15/2020,fid002,fid000,1924
4/8/2020,fid002,fid000,1397
4/20/2020,fid002,fid000,1401
3/29/2020,fid002,fid000,1574
4/21/2020,fid002,fid000,1724
3/28/2020,fid002,fid000,1479
4/9/2020,fid002,fid000,1467
3/14/2020,fid002,fid000,1946
3/2/2020,fid002,fid000,1958
3/16/2020,fid002,fid000,2125
4/23/2020,fid002,fid000,1574
4/22/2020,fid002,fid000,1372
3/17/2020,fid002,fid000,2015
3/3/2020,fid002,fid000,1825
4/26/2020,fid002,fid000,1181
3/7/2020,fid002,fid000,2356
3/13/2020,fid002,fid000,2211
3/6/2020,fid002,fid000,2115
4/27/2020,fid002,fid000,1447
4/25/2020,fid002,fid000,1487
4/19/2020,fid002,fid000,1069
3/5/2020,fid002,fid000,2345
4/18/2020,fid002,fid000,1379
4/30/2020,fid002,fid000,1496
4/24/2020,fid002,fid000,1775
3/20/2020,fid002,fid001,587
4/29/2020,fid002,fid001,412
4/1/2020,fid002,fid001,164
3/8/2020,fid002,fid001,770
4/15/2020,fid002,fid001,103
4/14/2020,fid002,fid001,76
3/9/2020,fid002,fid001,816
3/21/2020,fid002,fid001,535
4/28/2020,fid002,fid001,360
3/23/2020,fid002,fid001,477
4/16/2020,fid002,fid001,223
4/2/2020,fid002,fid001,208
4/3/2020,fid002,fid001,180
4/17/2020,fid002,fid001,200
3/22/2020,fid002,fid001,578
4/13/2020,fid002,fid001,166
4/7/2020,fid002,fid001,222
3/26/2020,fid002,fid001,470
3/27/2020,fid002,fid001,445
4/6/2020,fid002,fid001,168
4/12/2020,fid002,fid001,174
4/4/2020,fid002,fid001,80
4/10/2020,fid002,fid001,202
3/19/2020,fid002,fid001,460
3/31/2020,fid002,fid001,139
3/25/2020,fid002,fid001,366
3/24/2020,fid002,fid001,353
3/30/2020,fid002,fid001,160
4/11/2020,fid002,fid001,104
3/18/2020,fid002,fid001,591
4/5/2020,fid002,fid001,279
5/22/2020,fid002,fid001,556
2/3/2020,fid002,fid001,668
2/17/2020,fid002,fid001,629
2/2/2020,fid002,fid001,784
5/23/2020,fid002,fid001,385
5/21/2020,fid002,fid001,397
2/28/2020,fid002,fid001,892
2/14/2020,fid002,fid001,950
5/9/2020,fid002,fid001,437
2/1/2020,fid002,fid001,957
5/8/2020,fid002,fid001,439
2/15/2020,fid002,fid001,873
5/20/2020,fid002,fid001,329
2/29/2020,fid002,fid001,803
2/11/2020,fid002,fid001,652
5/18/2020,fid002,fid001,403
2/5/2020,fid002,fid001,676
5/24/2020,fid002,fid001,293
5/30/2020,fid002,fid001,467
5/31/2020,fid002,fid001,384
5/25/2020,fid002,fid001,506
2/10/2020,fid002,fid001,653
5/19/2020,fid002,fid001,386
2/6/2020,fid002,fid001,565
2/12/2020,fid002,fid001,654
5/27/2020,fid002,fid001,398
5/26/2020,fid002,fid001,413
2/13/2020,fid002,fid001,669
2/7/2020,fid002,fid001,777
5/17/2020,fid002,fid001,361
5/3/2020,fid002,fid001,369
2/22/2020,fid002,fid001,866
2/23/2020,fid002,fid001,738
5/2/2020,fid002,fid001,444
5/16/2020,fid002,fid001,426
2/9/2020,fid002,fid001,808
5/14/2020,fid002,fid001,401
2/21/2020,fid002,fid001,763
5/28/2020,fid002,fid001,292
2/20/2020,fid002,fid001,697
5/29/2020,fid002,fid001,479
5/15/2020,fid002,fid001,523
5/1/2020,fid002,fid001,388
2/8/2020,fid002,fid001,819
2/24/2020,fid002,fid001,741
5/5/2020,fid002,fid001,351
5/11/2020,fid002,fid001,389
2/18/2020,fid002,fid001,526
5/10/2020,fid002,fid001,395
2/19/2020,fid002,fid001,652
5/4/2020,fid002,fid001,421
2/25/2020,fid002,fid001,693
2/27/2020,fid002,fid001,739
5/12/2020,fid002,fid001,366
5/6/2020,fid002,fid001,432
5/7/2020,fid002,fid001,326
5/13/2020,fid002,fid001,414
2/26/2020,fid002,fid001,661
3/15/2020,fid002,fid001,594
4/8/2020,fid002,fid001,174
4/20/2020,fid002,fid001,286
3/29/2020,fid002,fid001,488
4/21/2020,fid002,fid001,351
3/28/2020,fid002,fid001,393
4/9/2020,fid002,fid001,161
3/14/2020,fid002,fid001,812
3/2/2020,fid002,fid001,733
3/16/2020,fid002,fid001,703
4/23/2020,fid002,fid001,466
4/22/2020,fid002,fid001,347
3/17/2020,fid002,fid001,672
3/3/2020,fid002,fid001,640
4/26/2020,fid002,fid001,374
3/7/2020,fid002,fid001,1028
3/13/2020,fid002,fid001,964
3/6/2020,fid002,fid001,839
4/27/2020,fid002,fid001,399
4/25/2020,fid002,fid001,424
4/19/2020,fid002,fid001,213
3/5/2020,fid002,fid001,756
4/18/2020,fid002,fid001,199
4/30/2020,fid002,fid001,439
4/24/2020,fid002,fid001,494
3/20/2020,fid002,fid002,89721
4/29/2020,fid002,fid002,89845
4/1/2020,fid002,fid002,91867
3/8/2020,fid002,fid002,84260
4/15/2020,fid002,fid002,88360
4/14/2020,fid002,fid002,85875
3/9/2020,fid002,fid002,88619
3/21/2020,fid002,fid002,92642
4/28/2020,fid002,fid002,87716
3/23/2020,fid002,fid002,90633
4/16/2020,fid002,fid002,88891
4/2/2020,fid002,fid002,87972
4/3/2020,fid002,fid002,87946
4/17/2020,fid002,fid002,91752
3/22/2020,fid002,fid002,89364
4/13/2020,fid002,fid002,85690
4/7/2020,fid002,fid002,88130
3/26/2020,fid002,fid002,92688
3/27/2020,fid002,fid002,91862
4/6/2020,fid002,fid002,86580
4/12/2020,fid002,fid002,84193
4/4/2020,fid002,fid002,88145
4/10/2020,fid002,fid002,88847
3/19/2020,fid002,fid002,91633
3/31/2020,fid002,fid002,91335
3/25/2020,fid002,fid002,93295
3/24/2020,fid002,fid002,92064
3/30/2020,fid002,fid002,89402
4/11/2020,fid002,fid002,83960
3/18/2020,fid002,fid002,90305
4/5/2020,fid002,fid002,82425
5/22/2020,fid002,fid002,101769
2/3/2020,fid002,fid002,90758
2/17/2020,fid002,fid002,82933
2/2/2020,fid002,fid002,93146
5/23/2020,fid002,fid002,85617
5/21/2020,fid002,fid002,88835
2/28/2020,fid002,fid002,88509
2/14/2020,fid002,fid002,97042
5/9/2020,fid002,fid002,88610
2/1/2020,fid002,fid002,93932
5/8/2020,fid002,fid002,93124
2/15/2020,fid002,fid002,87803
5/20/2020,fid002,fid002,92632
2/29/2020,fid002,fid002,86365
2/11/2020,fid002,fid002,93012
5/18/2020,fid002,fid002,85578
2/5/2020,fid002,fid002,95742
5/24/2020,fid002,fid002,85542
5/30/2020,fid002,fid002,83460
5/31/2020,fid002,fid002,79895
5/25/2020,fid002,fid002,82755
2/10/2020,fid002,fid002,93950
5/19/2020,fid002,fid002,90849
2/6/2020,fid002,fid002,98022
2/12/2020,fid002,fid002,89776
5/27/2020,fid002,fid002,91060
5/26/2020,fid002,fid002,85435
2/13/2020,fid002,fid002,91062
2/7/2020,fid002,fid002,94271
5/17/2020,fid002,fid002,80251
5/3/2020,fid002,fid002,81501
2/22/2020,fid002,fid002,92931
2/23/2020,fid002,fid002,86234
5/2/2020,fid002,fid002,83482
5/16/2020,fid002,fid002,80697
2/9/2020,fid002,fid002,88848
5/14/2020,fid002,fid002,86188
2/21/2020,fid002,fid002,92189
5/28/2020,fid002,fid002,88748
2/20/2020,fid002,fid002,94802
5/29/2020,fid002,fid002,90284
5/15/2020,fid002,fid002,88230
5/1/2020,fid002,fid002,81896
2/8/2020,fid002,fid002,91334
2/24/2020,fid002,fid002,92383
5/5/2020,fid002,fid002,92337
5/11/2020,fid002,fid002,90948
2/18/2020,fid002,fid002,88999
5/10/2020,fid002,fid002,93909
2/19/2020,fid002,fid002,86463
5/4/2020,fid002,fid002,90899
2/25/2020,fid002,fid002,90132
2/27/2020,fid002,fid002,92125
5/12/2020,fid002,fid002,88305
5/6/2020,fid002,fid002,90722
5/7/2020,fid002,fid002,101027
5/13/2020,fid002,fid002,94317
2/26/2020,fid002,fid002,85424
3/15/2020,fid002,fid002,81857
4/8/2020,fid002,fid002,87250
4/20/2020,fid002,fid002,89593
3/29/2020,fid002,fid002,89067
4/21/2020,fid002,fid002,93893
3/28/2020,fid002,fid002,90176
4/9/2020,fid002,fid002,88702
3/14/2020,fid002,fid002,91738
3/2/2020,fid002,fid002,90700
3/16/2020,fid002,fid002,95151
4/23/2020,fid002,fid002,92181
4/22/2020,fid002,fid002,88131
3/17/2020,fid002,fid002,88364
3/3/2020,fid002,fid002,90815
4/26/2020,fid002,fid002,79751
3/7/2020,fid002,fid002,91776
